row_id,probe,condition,video_id,question_id,category_key,category_label,model_key,model_name,a_prior,a_visual,chosen_answer_type,is_correct,supports_logprob,logprob_prior,logprob_visual
251,I-A-category,reversed,fire_burning_v_10,fire_burning_q_10,fire_burning,Fire / burning,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
252,I-A-category,reversed,fire_burning_v_11,fire_burning_q_11,fire_burning,Fire / burning,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
253,I-A-category,reversed,fire_burning_v_12,fire_burning_q_12,fire_burning,Fire / burning,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
254,I-A-category,reversed,fire_burning_v_13,fire_burning_q_13,fire_burning,Fire / burning,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
255,I-A-category,reversed,fire_burning_v_14,fire_burning_q_14,fire_burning,Fire / burning,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
256,I-A-category,reversed,fire_burning_v_15,fire_burning_q_15,fire_burning,Fire / burning,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
257,I-A-category,reversed,fire_burning_v_00,fire_burning_q_00,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
258,I-A-category,reversed,fire_burning_v_01,fire_burning_q_01,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
259,I-A-category,reversed,fire_burning_v_02,fire_burning_q_02,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4399999999999997,-2.2399999999999998
260,I-A-category,reversed,fire_burning_v_03,fire_burning_q_03,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.41,-2.21
261,I-A-category,reversed,fire_burning_v_04,fire_burning_q_04,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.3799999999999997,-2.1799999999999997
262,I-A-category,reversed,fire_burning_v_05,fire_burning_q_05,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
263,I-A-category,reversed,fire_burning_v_06,fire_burning_q_06,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
264,I-A-category,reversed,fire_burning_v_07,fire_burning_q_07,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4399999999999997,-2.2399999999999998
265,I-A-category,reversed,fire_burning_v_08,fire_burning_q_08,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.41,-2.21
266,I-A-category,reversed,fire_burning_v_09,fire_burning_q_09,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.3799999999999997,-2.1799999999999997
267,I-A-category,reversed,fire_burning_v_10,fire_burning_q_10,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
268,I-A-category,reversed,fire_burning_v_11,fire_burning_q_11,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.87,-2.27
269,I-A-category,reversed,fire_burning_v_12,fire_burning_q_12,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.84,-2.2399999999999998
270,I-A-category,reversed,fire_burning_v_13,fire_burning_q_13,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
271,I-A-category,reversed,fire_burning_v_14,fire_burning_q_14,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
272,I-A-category,reversed,fire_burning_v_15,fire_burning_q_15,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
273,I-A-category,reversed,fire_burning_v_00,fire_burning_q_00,fire_burning,Fire / burning,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
274,I-A-category,reversed,fire_burning_v_01,fire_burning_q_01,fire_burning,Fire / burning,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
275,I-A-category,reversed,fire_burning_v_02,fire_burning_q_02,fire_burning,Fire / burning,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
276,I-A-category,reversed,fire_burning_v_03,fire_burning_q_03,fire_burning,Fire / burning,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
277,I-A-category,reversed,fire_burning_v_04,fire_burning_q_04,fire_burning,Fire / burning,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
278,I-A-category,reversed,fire_burning_v_05,fire_burning_q_05,fire_burning,Fire / burning,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
279,I-A-category,reversed,fire_burning_v_06,fire_burning_q_06,fire_burning,Fire / burning,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
280,I-A-category,reversed,fire_burning_v_07,fire_burning_q_07,fire_burning,Fire / burning,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
281,I-A-category,reversed,fire_burning_v_08,fire_burning_q_08,fire_burning,Fire / burning,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
282,I-A-category,reversed,fire_burning_v_09,fire_burning_q_09,fire_burning,Fire / burning,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
283,I-A-category,reversed,fire_burning_v_10,fire_burning_q_10,fire_burning,Fire / burning,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
284,I-A-category,reversed,fire_burning_v_11,fire_burning_q_11,fire_burning,Fire / burning,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
285,I-A-category,reversed,fire_burning_v_12,fire_burning_q_12,fire_burning,Fire / burning,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
286,I-A-category,reversed,fire_burning_v_13,fire_burning_q_13,fire_burning,Fire / burning,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
287,I-A-category,reversed,fire_burning_v_14,fire_burning_q_14,fire_burning,Fire / burning,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
288,I-A-category,reversed,fire_burning_v_15,fire_burning_q_15,fire_burning,Fire / burning,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
289,I-A-category,reversed,falling_objects_v_00,falling_objects_q_00,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
290,I-A-category,reversed,falling_objects_v_01,falling_objects_q_01,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
291,I-A-category,reversed,falling_objects_v_02,falling_objects_q_02,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4399999999999997,-2.2399999999999998
292,I-A-category,reversed,falling_objects_v_03,falling_objects_q_03,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
293,I-A-category,reversed,falling_objects_v_04,falling_objects_q_04,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
294,I-A-category,reversed,falling_objects_v_05,falling_objects_q_05,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
295,I-A-category,reversed,falling_objects_v_06,falling_objects_q_06,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.87,-2.27
296,I-A-category,reversed,falling_objects_v_07,falling_objects_q_07,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.84,-2.2399999999999998
297,I-A-category,reversed,falling_objects_v_08,falling_objects_q_08,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
298,I-A-category,reversed,falling_objects_v_09,falling_objects_q_09,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
299,I-A-category,reversed,falling_objects_v_10,falling_objects_q_10,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
300,I-A-category,reversed,falling_objects_v_11,falling_objects_q_11,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.87,-2.27
301,I-A-category,reversed,falling_objects_v_12,falling_objects_q_12,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.84,-2.2399999999999998
302,I-A-category,reversed,falling_objects_v_13,falling_objects_q_13,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
303,I-A-category,reversed,falling_objects_v_14,falling_objects_q_14,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
304,I-A-category,reversed,falling_objects_v_15,falling_objects_q_15,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
305,I-A-category,reversed,falling_objects_v_00,falling_objects_q_00,falling_objects,Falling objects,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
306,I-A-category,reversed,falling_objects_v_01,falling_objects_q_01,falling_objects,Falling objects,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
307,I-A-category,reversed,falling_objects_v_02,falling_objects_q_02,falling_objects,Falling objects,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4399999999999997,-2.2399999999999998
308,I-A-category,reversed,falling_objects_v_03,falling_objects_q_03,falling_objects,Falling objects,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.41,-2.21
309,I-A-category,reversed,falling_objects_v_04,falling_objects_q_04,falling_objects,Falling objects,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
310,I-A-category,reversed,falling_objects_v_05,falling_objects_q_05,falling_objects,Falling objects,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
311,I-A-category,reversed,falling_objects_v_06,falling_objects_q_06,falling_objects,Falling objects,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.87,-2.27
312,I-A-category,reversed,falling_objects_v_07,falling_objects_q_07,falling_objects,Falling objects,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.84,-2.2399999999999998
313,I-A-category,reversed,falling_objects_v_08,falling_objects_q_08,falling_objects,Falling objects,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
314,I-A-category,reversed,falling_objects_v_09,falling_objects_q_09,falling_objects,Falling objects,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
315,I-A-category,reversed,falling_objects_v_10,falling_objects_q_10,falling_objects,Falling objects,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
316,I-A-category,reversed,falling_objects_v_11,falling_objects_q_11,falling_objects,Falling objects,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.87,-2.27
317,I-A-category,reversed,falling_objects_v_12,falling_objects_q_12,falling_objects,Falling objects,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.84,-2.2399999999999998
318,I-A-category,reversed,falling_objects_v_13,falling_objects_q_13,falling_objects,Falling objects,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
319,I-A-category,reversed,falling_objects_v_14,falling_objects_q_14,falling_objects,Falling objects,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
320,I-A-category,reversed,falling_objects_v_15,falling_objects_q_15,falling_objects,Falling objects,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
321,I-A-category,reversed,falling_objects_v_00,falling_objects_q_00,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
322,I-A-category,reversed,falling_objects_v_01,falling_objects_q_01,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
323,I-A-category,reversed,falling_objects_v_02,falling_objects_q_02,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4399999999999997,-2.2399999999999998
324,I-A-category,reversed,falling_objects_v_03,falling_objects_q_03,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.41,-2.21
325,I-A-category,reversed,falling_objects_v_04,falling_objects_q_04,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.3799999999999997,-2.1799999999999997
326,I-A-category,reversed,falling_objects_v_05,falling_objects_q_05,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
327,I-A-category,reversed,falling_objects_v_06,falling_objects_q_06,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
328,I-A-category,reversed,falling_objects_v_07,falling_objects_q_07,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.84,-2.2399999999999998
329,I-A-category,reversed,falling_objects_v_08,falling_objects_q_08,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
330,I-A-category,reversed,falling_objects_v_09,falling_objects_q_09,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
331,I-A-category,reversed,falling_objects_v_10,falling_objects_q_10,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
332,I-A-category,reversed,falling_objects_v_11,falling_objects_q_11,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.87,-2.27
333,I-A-category,reversed,falling_objects_v_12,falling_objects_q_12,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.84,-2.2399999999999998
334,I-A-category,reversed,falling_objects_v_13,falling_objects_q_13,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
335,I-A-category,reversed,falling_objects_v_14,falling_objects_q_14,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
336,I-A-category,reversed,falling_objects_v_15,falling_objects_q_15,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
337,I-A-category,reversed,falling_objects_v_00,falling_objects_q_00,falling_objects,Falling objects,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
338,I-A-category,reversed,falling_objects_v_01,falling_objects_q_01,falling_objects,Falling objects,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
339,I-A-category,reversed,falling_objects_v_02,falling_objects_q_02,falling_objects,Falling objects,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
340,I-A-category,reversed,falling_objects_v_03,falling_objects_q_03,falling_objects,Falling objects,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
341,I-A-category,reversed,falling_objects_v_04,falling_objects_q_04,falling_objects,Falling objects,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
342,I-A-category,reversed,falling_objects_v_05,falling_objects_q_05,falling_objects,Falling objects,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
343,I-A-category,reversed,falling_objects_v_06,falling_objects_q_06,falling_objects,Falling objects,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
344,I-A-category,reversed,falling_objects_v_07,falling_objects_q_07,falling_objects,Falling objects,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
345,I-A-category,reversed,falling_objects_v_08,falling_objects_q_08,falling_objects,Falling objects,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
346,I-A-category,reversed,falling_objects_v_09,falling_objects_q_09,falling_objects,Falling objects,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
347,I-A-category,reversed,falling_objects_v_10,falling_objects_q_10,falling_objects,Falling objects,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
348,I-A-category,reversed,falling_objects_v_11,falling_objects_q_11,falling_objects,Falling objects,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
349,I-A-category,reversed,falling_objects_v_12,falling_objects_q_12,falling_objects,Falling objects,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
350,I-A-category,reversed,falling_objects_v_13,falling_objects_q_13,falling_objects,Falling objects,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
351,I-A-category,reversed,falling_objects_v_14,falling_objects_q_14,falling_objects,Falling objects,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
352,I-A-category,reversed,falling_objects_v_15,falling_objects_q_15,falling_objects,Falling objects,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
353,I-A-category,reversed,falling_objects_v_00,falling_objects_q_00,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
354,I-A-category,reversed,falling_objects_v_01,falling_objects_q_01,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
355,I-A-category,reversed,falling_objects_v_02,falling_objects_q_02,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4399999999999997,-2.2399999999999998
356,I-A-category,reversed,falling_objects_v_03,falling_objects_q_03,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.41,-2.21
357,I-A-category,reversed,falling_objects_v_04,falling_objects_q_04,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.3799999999999997,-2.1799999999999997
358,I-A-category,reversed,falling_objects_v_05,falling_objects_q_05,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
359,I-A-category,reversed,falling_objects_v_06,falling_objects_q_06,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
360,I-A-category,reversed,falling_objects_v_07,falling_objects_q_07,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4399999999999997,-2.2399999999999998
361,I-A-category,reversed,falling_objects_v_08,falling_objects_q_08,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.41,-2.21
362,I-A-category,reversed,falling_objects_v_09,falling_objects_q_09,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
363,I-A-category,reversed,falling_objects_v_10,falling_objects_q_10,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
364,I-A-category,reversed,falling_objects_v_11,falling_objects_q_11,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.87,-2.27
365,I-A-category,reversed,falling_objects_v_12,falling_objects_q_12,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.84,-2.2399999999999998
366,I-A-category,reversed,falling_objects_v_13,falling_objects_q_13,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
367,I-A-category,reversed,falling_objects_v_14,falling_objects_q_14,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
368,I-A-category,reversed,falling_objects_v_15,falling_objects_q_15,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
369,I-A-category,reversed,falling_objects_v_00,falling_objects_q_00,falling_objects,Falling objects,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
370,I-A-category,reversed,falling_objects_v_01,falling_objects_q_01,falling_objects,Falling objects,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
371,I-A-category,reversed,falling_objects_v_02,falling_objects_q_02,falling_objects,Falling objects,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
372,I-A-category,reversed,falling_objects_v_03,falling_objects_q_03,falling_objects,Falling objects,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
373,I-A-category,reversed,falling_objects_v_04,falling_objects_q_04,falling_objects,Falling objects,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
374,I-A-category,reversed,falling_objects_v_05,falling_objects_q_05,falling_objects,Falling objects,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
375,I-A-category,reversed,falling_objects_v_06,falling_objects_q_06,falling_objects,Falling objects,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
376,I-A-category,reversed,falling_objects_v_07,falling_objects_q_07,falling_objects,Falling objects,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
377,I-A-category,reversed,falling_objects_v_08,falling_objects_q_08,falling_objects,Falling objects,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
378,I-A-category,reversed,falling_objects_v_09,falling_objects_q_09,falling_objects,Falling objects,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
379,I-A-category,reversed,falling_objects_v_10,falling_objects_q_10,falling_objects,Falling objects,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
380,I-A-category,reversed,falling_objects_v_11,falling_objects_q_11,falling_objects,Falling objects,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
381,I-A-category,reversed,falling_objects_v_12,falling_objects_q_12,falling_objects,Falling objects,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
382,I-A-category,reversed,falling_objects_v_13,falling_objects_q_13,falling_objects,Falling objects,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
383,I-A-category,reversed,falling_objects_v_14,falling_objects_q_14,falling_objects,Falling objects,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
384,I-A-category,reversed,falling_objects_v_15,falling_objects_q_15,falling_objects,Falling objects,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
